sample,species,nReads
CP_201807,Chaetoceros sp. MBTD-CMFRI-S045,4
CP_201807,Chattonella subsalsa,132
CP_201807,Chone magna CMC02,5128
CP_201807,Chordariaceae sp. 17 AP-2014,2
CP_201807,Chrysonoma sp. ANIC15,134
CP_201807,Chthamalus dalli,5366
CP_201807,Cliona chilensis,5
CP_201807,Clytia gracilis,15
CP_201807,Corallina vancouveriensis,51
CP_201807,Coscinodiscus wailesii,20235
CP_201807,Cylindrotheca closterium,439
CP_201807,Devaleraea mollis,32
CP_201807,Dictyocha speculum,560
CP_201807,Dodecaceria sp. CMC01,82
CP_201807,Emiliania huxleyi,48
CP_201807,Euclymene oerstedi,343
CP_201807,Euclymene sp. BOLD:ACG1020,248
CP_201807,Fucus distichus,121
CP_201807,Grammonema striatula,1213
CP_201807,Halichondria panicea,190
CP_201807,Haliclystus sanjuanensis,54
CP_201807,Hecatonema maculans,114
CP_201807,Hematodinium sp.,4
CP_201807,Heterocapsa rotundata,3227
CP_201807,Heterosigma akashiwo,215
CP_201807,Hildenbrandia sp. 27GWS,213
CP_201807,Homo sapiens,300
CP_201807,Laminariocolax aecidioides,2
CP_201807,Leathesia marina,4
CP_201807,Liparis florae,21
CP_201807,Littorina plena,21
CP_201807,Lottia paradigitalis,503
CP_201807,Martensia jejuensis,4
CP_201807,Mazzaella sp. GWS-2013b,26
CP_201807,Mazzaella splendens,895
CP_201807,Membranipora membranacea,162
CP_201807,Micromonas pusilla,47977
CP_201807,Microspongium alariae,7
CP_201807,Minutocellus polymorphus,6141
CP_201807,Muggiaea atlantica,9
CP_201807,Navicula glaciei,22
CP_201807,Navicula sp. BOLD:AAO6949,9
CP_201807,Navicula sp. BOLD:AAO6950,12
CP_201807,Navicula sp. BOLD:AAO6951,50
CP_201807,Neorhodomela oregona,96
CP_201807,Nereis vexillosa,51
CP_201807,Nereocystis luetkeana,244
CP_201807,Nicolea zostericola,11
CP_201807,Nitzschia cf. promare,252
CP_201807,Odonthalia floccosa,10
CP_201807,Orthopyxis integra,84
CP_201807,Paracalanus sp. C AC-2013,23
CP_201807,Penicillium rubens,69
CP_201807,Penicillium sclerotiorum,153
CP_201807,Phacellophora camtschatica,10
CP_201807,Phaeocystis globosa,37
CP_201807,Pinnularia subanglica,4
CP_201807,Pisaster ochraceus,171
CP_201807,Plagiogramma sp. IAL-2014a,2
CP_201807,Platynereis sp. CMC02,36
CP_201807,Polysiphonia hendryi,29
CP_201807,Protoperidinium cf. depressum,300
CP_201807,Pseudo-nitzschia hasleana,12
CP_201807,Pyramimonas parkeae,21
CP_201807,Pyropia fallax,3150
CP_201807,Pyropia perforata,8
CP_201807,Pythium pachycaule,3
CP_201807,Pythium tracheiphilum,172
CP_201807,Ralfsioid sp. 4GWS,101
CP_201807,Rhizosolenia setigera,29976
CP_201807,Sarcodiotheca sp. 2gaudichaudii,79
CP_201807,Schistomeringos longicornis,62
CP_201807,Schizobranchia insignis,301
CP_201807,Sellaphora pupula,8
CP_201807,Semibalanus cariosus,4908
CP_201807,Smithora naiadum,277
CP_201807,Strongylocentrotus droebachiensis,72
CP_201807,Thalassiosira nordenskioeldii,1665
CP_201807,Thelepus crispus,208
CP_201807,Thelepus sp. CMC01,5031
CP_201807,Triparma laevis,78
CP_201807,Wildemania amplissima,61
CP_201807,Wildemania sp. 5POR,39549
CP_201807,Wildemania sp. HK-2011,53
CP_201807,NA,223423
FH_201706,Acartia longiremis,10130
FH_201706,Aequorea sp. MW-2012,7
FH_201706,Anisolpidium ectocarpii,7
FH_201706,Asterionellopsis glacialis,20
FH_201706,Attheya longicornis,360
FH_201706,Azumapecten farreri,44
FH_201706,Bathycoccus prasinos,424
FH_201706,Blastocladiella emersonii,31
FH_201706,Centropages abdominalis,25704
FH_201706,Chaetoceros socialis,109767
FH_201706,Chattonella subsalsa,302
FH_201706,Chondracanthus exasperatus,4
FH_201706,Chordariaceae sp. 7 AP-2014,523
FH_201706,Chrysochromulina sp. CCMP291,38
FH_201706,Coscinodiscus wailesii,93
FH_201706,Cylindrotheca closterium,28
FH_201706,Cymbomonas tetramitiformis,80
FH_201706,Dictyocha speculum,310
FH_201706,Ditylum brightwellii,837
FH_201706,Emiliania huxleyi,98
FH_201706,Gomphonema clevei,1
FH_201706,Gymnodinium sp. NVA/RUS/2008,52
FH_201706,Hematodinium sp.,3
FH_201706,Heterocapsa rotundata,1045
FH_201706,Hincksia hincksiae,7
FH_201706,Leitoscoloplos pugettensis CMC01,5
FH_201706,Maculaura alaskensis,205
FH_201706,Mesocentrotus franciscanus,84
FH_201706,Micromonas pusilla,16756
FH_201706,Minutocellus polymorphus,776
FH_201706,Nitzschia cf. promare,28
FH_201706,Paracalanus sp. C AC-2013,77
FH_201706,Pedospumella sinomuralis,19
FH_201706,Petalonia fascia,2
FH_201706,Phaeocystis antarctica,350
FH_201706,Phaeocystis globosa,18
FH_201706,Phytophthora riparia,23
FH_201706,Phytophthora taxon paludosa,11
FH_201706,Pinnularia sp. 5 CS-2011,12
FH_201706,Protoperidinium cf. depressum,483
FH_201706,Pseudo-nitzschia delicatissima,353
FH_201706,Pseudo-nitzschia hasleana,545
FH_201706,Pyramimonas parkeae,68
FH_201706,Pythium pachycaule,46
FH_201706,Pythium tracheiphilum,308
FH_201706,Rhodomonas salina,2
FH_201706,Scopalina ruetzleri,17
FH_201706,Skeletonema japonicum,66
FH_201706,Stelligera rigida,13
FH_201706,Striaria attenuata,241
FH_201706,Synchaeta pectinata,101
FH_201706,Thalassionema nitzschioides,211
FH_201706,Thalassiosira nordenskioeldii,1562
FH_201706,Thalassiosira pseudonana,47
FH_201706,Thalassiosira punctigera,4
FH_201706,Triparma laevis,79
FH_201706,NA,109428
FH_201707,Acartia californiensis,27
FH_201707,Acartia longiremis,36349
FH_201707,Aequorea sp. MW-2012,2
FH_201707,Anisolpidium ectocarpii,99
FH_201707,Arca avellana,11
FH_201707,Asterionellopsis glacialis,6
FH_201707,Asterionellopsis tropicalis,121
FH_201707,Attheya longicornis,33
FH_201707,Aurelia labiata,129
FH_201707,Balanus balanus,12
FH_201707,Barantolla americana CMC01,392
FH_201707,Bathycoccus prasinos,44524
FH_201707,Blastocladiella emersonii,2
FH_201707,Brachionidae sp. SHYT150702c,33
FH_201707,Calanus pacificus,12214
FH_201707,Centropages abdominalis,3488
FH_201707,Chaetoceros socialis,392
FH_201707,Chaetoceros sp. MBTD-CMFRI-S045,612
FH_201707,Chaetoceros sp. MBTD-CMFRI-S062,15
FH_201707,Chattonella subsalsa,2130
FH_201707,Chondracanthus exasperatus,16
FH_201707,Chrysochromulina sp. CCMP291,12
FH_201707,Compsomyax subdiaphana,9129
FH_201707,Coryne eximia,81
FH_201707,Coscinodiscus wailesii,98356
FH_201707,Cylindrotheca closterium,6552
FH_201707,Dictyocha speculum,282
FH_201707,Ditylum brightwellii,947
FH_201707,Dolichomastix tenuilepis,83
FH_201707,Eucampia zodiacus,26
FH_201707,Halichondria panicea,7
FH_201707,Heterocapsa rotundata,408
FH_201707,Homo sapiens,8
FH_201707,Littorina plena,69
FH_201707,Mazzaella splendens,41
FH_201707,Membranipora membranacea,1187
FH_201707,Mesocentrotus franciscanus,56
FH_201707,Micromonas pusilla,9691
FH_201707,Minutocellus polymorphus,3449
FH_201707,Nais communis/variabilis complex sp. A1,41
FH_201707,Nais elinguis,202
FH_201707,Navicula glaciei,4
FH_201707,Navicula ramosissima,37
FH_201707,Nitzschia cf. promare,228
FH_201707,Paracalanus sp. C AC-2013,1625
FH_201707,Pedospumella sinomuralis,9
FH_201707,Phaeocystis antarctica,9767
FH_201707,Phaeocystis globosa,69
FH_201707,Phytophthora multivora,2
FH_201707,Pinnularia sp. 5 CS-2011,135
FH_201707,Plagiogramma sp. IAL-2014a,2
FH_201707,Polysiphonia hendryi,9
FH_201707,Poteriospumella lacustris,235
FH_201707,Protoperidinium cf. depressum,4351
FH_201707,Pseudo-nitzschia hasleana,10
FH_201707,Pseudocalanus moultoni,204
FH_201707,Pseudocalanus newmani,51726
FH_201707,Pythium pachycaule,110
FH_201707,Pythium tracheiphilum,2768
FH_201707,Rhizosolenia setigera,515
FH_201707,Saprolegnia diclina,14
FH_201707,Semibalanus cariosus,235
FH_201707,Smithora naiadum,7
FH_201707,Stelligera rigida,3
FH_201707,Stephanopyxis turris,147
FH_201707,Synchaeta pectinata,67
FH_201707,Thalassiosira nordenskioeldii,1096
FH_201707,Triparma laevis,3559
FH_201707,NA,250290
FH_201708,Acartia longiremis,1040
FH_201708,Acrochaetium arcuatum,39
FH_201708,Anisolpidium ectocarpii,36
FH_201708,Apodachlya minima,12
FH_201708,Asterionellopsis glacialis,243
FH_201708,Asterionellopsis tropicalis,67
FH_201708,Attheya longicornis,214
FH_201708,Aurelia labiata,10
FH_201708,Azumapecten farreri,59
FH_201708,Balanus balanus,6009
FH_201708,Bathycoccus prasinos,1656
FH_201708,Blastocladiella emersonii,29
FH_201708,Boccardia proboscidea,26
FH_201708,Chaetoceros socialis,3542
FH_201708,Chaetoceros sp. MBTD-CMFRI-S045,316
FH_201708,Chaetoceros sp. MBTD-CMFRI-S062,1297
FH_201708,Chattonella subsalsa,472
FH_201708,Chondracanthus exasperatus,5
FH_201708,Chrysochromulina sp. CCMP291,150
FH_201708,Chrysonoma sp. ANIC15,54
FH_201708,Clytia folleata,1881
FH_201708,Clytia gracilis,4542
FH_201708,Corallina vancouveriensis,21
FH_201708,Coscinodiscus wailesii,111
FH_201708,Cylindrotheca closterium,301
FH_201708,Devaleraea mollis,276
FH_201708,Dictyocha speculum,2648
FH_201708,Ditylum brightwellii,200
FH_201708,Dodecaceria sp. CMC01,84
FH_201708,Egregia menziesii,4
FH_201708,Emiliania huxleyi,18
FH_201708,Eucampia zodiacus,44
FH_201708,Euclymene oerstedi,248
FH_201708,Grammonema striatula,5101
FH_201708,Gymnodinium sp. NVA/RUS/2008,8
FH_201708,Halichondria panicea,196
FH_201708,Haliclystus sanjuanensis,2020
FH_201708,Harpacticoida sp. DNZ085,2
FH_201708,Hecatonema maculans,902
FH_201708,Hematodinium sp.,9
FH_201708,Heterocapsa rotundata,216
FH_201708,Heterosigma akashiwo,2
FH_201708,Homo sapiens,21
FH_201708,Lacuna pallidula,12
FH_201708,Lacuna vincta,331
FH_201708,Laminariocolax aecidioides,77
FH_201708,Leathesia marina,66
FH_201708,Lottia paradigitalis,2672
FH_201708,Mazzaella rosea,7
FH_201708,Mazzaella sp. GWS-2013b,93
FH_201708,Mazzaella splendens,2303
FH_201708,Membranipora membranacea,1476
FH_201708,Microcladia coulteri,419
FH_201708,Microcladia sp. 1Cal,10
FH_201708,Micromonas pusilla,14540
FH_201708,Minutocellus polymorphus,21977
FH_201708,Navicula glaciei,4
FH_201708,Navicula sp. BOLD:AAO6951,98
FH_201708,Nereis vexillosa,19
FH_201708,Nereocystis luetkeana,529
FH_201708,Nicolea zostericola,868
FH_201708,Nitzschia cf. promare,387
FH_201708,Obelia bidentata,16
FH_201708,Opisthosyllis sp. CMC01,10
FH_201708,Orthopyxis integra,835
FH_201708,Paracalanus sp. C AC-2013,34
FH_201708,Paramoeba pemaquidensis,88
FH_201708,Phaeocystis antarctica,25469
FH_201708,Phaeocystis globosa,201
FH_201708,Phytophthora multivora,9
FH_201708,Phytophthora riparia,6
FH_201708,Phytophthora siskiyouensis,16
FH_201708,Pinnularia sp. 5 CS-2011,10
FH_201708,Platynereis bicanaliculata,68
FH_201708,Polysiphonia hendryi,294
FH_201708,Poteriospumella lacustris,5
FH_201708,Prionitis sternbergii,140
FH_201708,Proceraea okadai,33
FH_201708,Protoperidinium cf. depressum,305
FH_201708,Pseudo-nitzschia delicatissima,157
FH_201708,Pseudo-nitzschia hasleana,604
FH_201708,Pseudocalanus newmani,10751
FH_201708,Pterosiphonia bipinnata,139
FH_201708,Pycnococcus provasolii,1293
FH_201708,Pyropia fallax,16
FH_201708,Pyropia nereocystis,130
FH_201708,Pythium aff. diclinum,394
FH_201708,Pythium pachycaule,82
FH_201708,Pythium tracheiphilum,439
FH_201708,Ralfsioid sp. 4GWS,30
FH_201708,Rhizosolenia setigera,18500
FH_201708,Saccocirrus sp. CMC01,69
FH_201708,Schizobranchia insignis,162
FH_201708,Sellaphora bacillum,146
FH_201708,Sellaphora pupula,54
FH_201708,Semibalanus cariosus,31
FH_201708,Skeletonema japonicum,227
FH_201708,Smithora naiadum,934
FH_201708,Smithora sp. 1naiadum,6
FH_201708,Stephanopyxis turris,10
FH_201708,Thalassiosira nordenskioeldii,11632
FH_201708,Thecamonas trahens,51
FH_201708,Thelepus sp. CMC01,3232
FH_201708,Triparma laevis,147
FH_201708,Wildemania sp. 5POR,26
FH_201708,Wildemania sp. HK-2011,26
FH_201708,NA,246357
FH_201709,Acartia longiremis,1171
FH_201709,Amathia vidovici,25
FH_201709,Ammodytes hexapterus,840
FH_201709,Balanus glandula,20
FH_201709,Bathycoccus prasinos,77994
FH_201709,Blastocladiella emersonii,41
FH_201709,Boccardia proboscidea,266
FH_201709,Calanus pacificus,89
FH_201709,Chaetoceros socialis,12
FH_201709,Chaetoceros sp. MBTD-CMFRI-S045,413
FH_201709,Chattonella subsalsa,30
FH_201709,Chondracanthus exasperatus,14
FH_201709,Chrysochromulina sp. CCMP291,3
FH_201709,Chrysonoma sp. ANIC15,7
FH_201709,Clytia gracilis,532
FH_201709,Compsomyax subdiaphana,20
FH_201709,Corallina vancouveriensis,101
FH_201709,Coscinodiscus wailesii,144
FH_201709,Cylindrotheca closterium,82
FH_201709,Dendraster excentricus,14
FH_201709,Devaleraea mollis,20
FH_201709,Dictyocha speculum,11
FH_201709,Ditylum brightwellii,15
FH_201709,Emiliania huxleyi,269
FH_201709,Emplectonema sp. 1 TCH-2015,4
FH_201709,Enophrys bison,61
FH_201709,Euclymene oerstedi,69
FH_201709,Eunice valens,2
FH_201709,Evasterias troschelii,11
FH_201709,Fucus distichus,9
FH_201709,Grammonema striatula,935
FH_201709,Halichondria panicea,2292
FH_201709,Haliclystus sanjuanensis,27
FH_201709,Hecatonema maculans,63
FH_201709,Heterocapsa rotundata,3858
FH_201709,Homo sapiens,95
FH_201709,Lacuna vincta,132
FH_201709,Laminariocolax aecidioides,7
FH_201709,Liparis florae,95
FH_201709,Littorina scutulata,6
FH_201709,Lottia paradigitalis,27681
FH_201709,Manania gwilliami,5
FH_201709,Mastocarpus alaskensis,8
FH_201709,Mazzaella rosea,5
FH_201709,Mazzaella sp. GWS-2013b,23
FH_201709,Mazzaella splendens,724
FH_201709,Membranipora membranacea,589
FH_201709,Microcladia coulteri,43
FH_201709,Microcladia sp. 1Cal,7
FH_201709,Micromonas pusilla,24464
FH_201709,Minutocellus polymorphus,17822
FH_201709,Naineris dendritica CMC02,9
FH_201709,Navicula glaciei,10
FH_201709,Navicula sp. BOLD:AAO6950,29
FH_201709,Neorhodomela oregona,90
FH_201709,Nereocystis luetkeana,246
FH_201709,Nicolea zostericola,78
FH_201709,Nitzschia cf. promare,148
FH_201709,Notheia anomala,12
FH_201709,Odonthalia floccosa,13
FH_201709,Oligocottus maculosus,39
FH_201709,Orthopyxis integra,74
FH_201709,Paracalanus sp. C AC-2013,30
FH_201709,Paramoeba pemaquidensis,16
FH_201709,Phaeocystis antarctica,914
FH_201709,Phaeocystis globosa,336
FH_201709,Pinnularia sp. 5 CS-2011,14
FH_201709,Platynereis bicanaliculata,330
FH_201709,Polycirrus sp. CMC06,177
FH_201709,Polyneura latissima,5
FH_201709,Polysiphonia hendryi,13
FH_201709,Poteriospumella lacustris,27
FH_201709,Pseudo-nitzschia delicatissima,3
FH_201709,Pseudocalanus newmani,10
FH_201709,Pseudolithophyllum sp. 2whidbeyense,37
FH_201709,Pycnococcus provasolii,802
FH_201709,Pyropia fallax,15
FH_201709,Pyropia perforata,2218
FH_201709,Pythium tracheiphilum,92
FH_201709,Ralfsioid sp. 4GWS,447
FH_201709,Rhizosolenia setigera,31653
FH_201709,Sarcodiotheca sp. 2gaudichaudii,4
FH_201709,Schizobranchia insignis,169
FH_201709,Sellaphora pupula,31
FH_201709,Semibalanus cariosus,513
FH_201709,Skeletonema cf. pseudocostatum,4
FH_201709,Smithora naiadum,7930
FH_201709,Smithora sp. 1naiadum,139
FH_201709,Strongylocentrotus droebachiensis,59
FH_201709,Thalassiosira nordenskioeldii,3695
FH_201709,Thalassiosira punctigera,8
FH_201709,Thecamonas trahens,37
FH_201709,Thelepus cincinnatus,32
FH_201709,Thelepus crispus,2095
FH_201709,Thelepus sp. CMC01,1048
FH_201709,Triparma laevis,5
FH_201709,Tylos sp. clade D MM-2013,10
FH_201709,Wildemania sp. 5POR,34
FH_201709,Wildemania sp. HK-2011,56
FH_201709,NA,85603
FH_201710,Acartia longiremis,15918
FH_201710,Anisolpidium ectocarpii,2
FH_201710,Azumapecten farreri,24
FH_201710,Bathycoccus prasinos,14257
FH_201710,Blastocladiella emersonii,72
FH_201710,Brachionidae sp. SHYT150702c,3
FH_201710,Calanus pacificus,150
FH_201710,Chaetoceros socialis,31
FH_201710,Chaetoceros sp. MBTD-CMFRI-S062,38
FH_201710,Chattonella subsalsa,408
FH_201710,Chrysochromulina sp. CCMP291,34
FH_201710,Coscinodiscus wailesii,1941
FH_201710,Cylindrotheca closterium,3
FH_201710,Dictyocha speculum,171
FH_201710,Ditylum brightwellii,204
FH_201710,Emiliania huxleyi,132
FH_201710,Eunice valens,135
FH_201710,Evasterias troschelii,4
FH_201710,Grammonema striatula,5
FH_201710,Halichondria panicea,8
FH_201710,Hematodinium sp.,3
FH_201710,Heterocapsa rotundata,507
FH_201710,Homo sapiens,412
FH_201710,Lottia paradigitalis,2
FH_201710,Macoma nasuta,121
FH_201710,Mazzaella splendens,8
FH_201710,Micromonas pusilla,4495
FH_201710,Minutocellus polymorphus,30718
FH_201710,Modiolus modiolus,3
FH_201710,Paracalanus sp. C AC-2013,135
FH_201710,Phaeocystis antarctica,209
FH_201710,Phaeocystis globosa,118
FH_201710,Phytophthora taxon paludosa,2
FH_201710,Polycirrus sp. CMC05,51
FH_201710,Polynoidae sp. C_0250,614
FH_201710,Protoperidinium cf. depressum,251
FH_201710,Pseudo-nitzschia hasleana,6
FH_201710,Pseudocalanus acuspes,14
FH_201710,Pseudocalanus newmani,18697
FH_201710,Pseudochattonella farcimen,1084
FH_201710,Pycnococcus provasolii,82
FH_201710,Pyramimonas parkeae,4
FH_201710,Pythium acanthicum,3
FH_201710,Pythium tracheiphilum,597
FH_201710,Rhizosolenia setigera,171
FH_201710,Saxidomus gigantea,96
FH_201710,Skeletonema japonicum,100
FH_201710,Smithora naiadum,6
FH_201710,Stelligera rigida,11
FH_201710,Stephanopyxis turris,171
FH_201710,Stiliger fuscovittatus,697
FH_201710,Styela gibbsii,4
FH_201710,Thalassiosira nordenskioeldii,8524
FH_201710,Thelepus cincinnatus,32
FH_201710,Thelepus crispus,81
FH_201710,Tortanus discaudatus,185
FH_201710,Trebouxia aggregata,3
FH_201710,Triparma laevis,21
FH_201710,NA,185773
FH_201711,Attheya longicornis,9
FH_201711,Azumapecten farreri,2
FH_201711,Bathycoccus prasinos,39213
FH_201711,Blastocladiella emersonii,25
FH_201711,Centropages abdominalis,12738
FH_201711,Chaetoceros socialis,5
FH_201711,Chattonella subsalsa,209
FH_201711,Chrysaora fuscescens,1243
FH_201711,Chrysochromulina sp. CCMP291,6
FH_201711,Cliona chilensis,4
FH_201711,Coscinodiscus wailesii,131
FH_201711,Cylindrotheca closterium,50
FH_201711,Dendraster excentricus,95
FH_201711,Dictyocha speculum,36
FH_201711,Ditylum brightwellii,37
FH_201711,Emiliania huxleyi,46
FH_201711,Evasterias troschelii,6
FH_201711,Halichondria panicea,31
FH_201711,Halidrys siliquosa,2
FH_201711,Heterocapsa rotundata,1362
FH_201711,Hincksia hincksiae,24
FH_201711,Homo sapiens,405
FH_201711,Lepidodinium chlorophorum,77
FH_201711,Lottia paradigitalis,81
FH_201711,Macoma petalum,199
FH_201711,Mazzaella splendens,14
FH_201711,Micromonas pusilla,13585
FH_201711,Minutocellus polymorphus,17003
FH_201711,Myxicola infundibulum CMC02,1606
FH_201711,Navicula ramosissima,11
FH_201711,Nitzschia cf. promare,4
FH_201711,Ophelina acuminata,444
FH_201711,Paracalanus sp. C AC-2013,219
FH_201711,Pedospumella sinomuralis,3
FH_201711,Penicillium sclerotiorum,4
FH_201711,Phaeocystis antarctica,4300
FH_201711,Phaeocystis globosa,641
FH_201711,Phyllodoce medipapillata,4041
FH_201711,Phytophthora riparia,22
FH_201711,Phytopythium helicoides,18
FH_201711,Platynereis bicanaliculata,5
FH_201711,Polycirrus sp. CMC02,100
FH_201711,Polyneura latissima,4
FH_201711,Poteriospumella lacustris,2
FH_201711,Pseudocalanus moultoni,91
FH_201711,Pseudocalanus newmani,1403
FH_201711,Pseudochattonella farcimen,222
FH_201711,Pycnococcus provasolii,233
FH_201711,Pyramimonas parkeae,6
FH_201711,Pythium acanthicum,146
FH_201711,Pythium tracheiphilum,760
FH_201711,Rhizosolenia setigera,39
FH_201711,Rhodotorula taiwanensis,71
FH_201711,Saxidomus gigantea,17
FH_201711,Skeletonema dohrnii,36
FH_201711,Skeletonema japonicum,21
FH_201711,Smithora naiadum,5
FH_201711,Stelligera rigida,37
FH_201711,Stephanopyxis turris,30
FH_201711,Strongylocentrotus droebachiensis,224
FH_201711,Thalassionema nitzschioides,13
FH_201711,Thalassiosira nordenskioeldii,4022
FH_201711,Thalassiosira punctigera,4
FH_201711,Thelepus cincinnatus,9
FH_201711,Wildemania amplissima,31
FH_201711,NA,216145
FH_201801,Aequorea sp. MW-2012,50
FH_201801,Aurelia labiata,114
FH_201801,Balanus balanus,44
FH_201801,Balanus glandula,1526
FH_201801,Bathycoccus prasinos,40487
FH_201801,Capitella nonatoi,834
FH_201801,Chrysochromulina sp. CCMP291,228
FH_201801,Coscinodiscus wailesii,28
FH_201801,Cystoseira geminata,27
FH_201801,Dictyocha speculum,190
FH_201801,Ditylum brightwellii,24
FH_201801,Ectocarpus siliculosus,15
FH_201801,Glycera sp. CMC03,11
FH_201801,Gomphonema clevei,23
FH_201801,Halichondria panicea,48
FH_201801,Harpacticoida sp. DNZ085,73
FH_201801,Hecatonema maculans,4
FH_201801,Hematodinium sp.,112
FH_201801,Heterocapsa rotundata,514
FH_201801,Hincksia hincksiae,50
FH_201801,Homo sapiens,2216
FH_201801,Mazzaella splendens,10
FH_201801,Micromonas pusilla,10450
FH_201801,Minutocellus polymorphus,10020
FH_201801,Navicula ramosissima,143
FH_201801,Navicula sp. BOLD:AAO6951,9
FH_201801,Nereocystis luetkeana,11
FH_201801,Phacellophora camtschatica,49
FH_201801,Phaeocystis antarctica,25300
FH_201801,Phaeocystis globosa,110
FH_201801,Phyllodoce medipapillata,26
FH_201801,Phytophthora multivora,4
